# tildes-es.tsv — mapa de restauración de tildes (generado, NO editar a mano)
# Generador: scripts/gen-tildes.ts  |  Regla: entra solo si la forma sin
# tilde NO es palabra española válida y la restauración es única.
# Fuente: RLA-ES via LibreOffice/dictionaries (MPL 1.1)
# es_ES.dic sha256=6975dddec3d5d2c676069537bc67b4b5f786c65c5d4cf6703a82acf779ac9ec1
# es_ES.aff sha256=e73a9bf8e1383f4986a5dc9e2fbed49371c0c61f511c626d15586bd433c1cad9
# pares=157895
abaca	abacá
ramparian	ramparían
ramparias	ramparías
rampasemos	rampásemos
rampeis	rampéis
rancheabamos	rancheábamos
rancheais	rancheáis
rancheandose	rancheándose
ranchearamos	rancheáramos
ranchearia	ranchearía
rancheariais	ranchearíais
rancheariamos	ranchearíamos
ranchearian	ranchearían
ranchearias	ranchearías
rancheasemos	rancheásemos
rancheeis	rancheéis
rancheria	ranchería
rancherias	rancherías
ranciabamos	ranciábamos
ranciais	ranciáis
ranciandose	ranciándose
ranciaramos	ranciáramos
ranciaria	ranciaría
ranciariais	ranciaríais
ranciariamos	ranciaríamos
ranciarian	ranciarían
ranciarias	ranciarías
ranciasemos	ranciásemos
rancieis	ranciéis
ranula	ránula
ranulas	ránulas
ranunculacea	ranunculácea
ranunculaceas	ranunculáceas
ranunculaceo	ranunculáceo
ranunculaceos	ranunculáceos
ranunculo	ranúnculo
ranunculos	ranúnculos
ranurabamos	ranurábamos
ranurais	ranuráis
ranurandose	ranurándose
ranuraramos	ranuráramos
ranuraria	ranuraría
ranurariais	ranuraríais
ranurariamos	ranuraríamos
ranurarian	ranurarían
ranurarias	ranurarías
ranurasemos	ranurásemos
ranureis	ranuréis
rapabamos	rapábamos
rapais	rapáis
rapandose	rapándose
raparamos	rapáramos
raparia	raparía
rapariais	raparíais
rapariamos	raparíamos
raparian	raparían
raparias	raparías
rapasemos	rapásemos
rapeis	rapéis
rapida	rápida
rapidamente	rápidamente
rapidas	rápidas
rapidisima	rapidísima
rapidisimas	rapidísimas
rapidisimo	rapidísimo
rapidisimos	rapidísimos
rapido	rápido
rapidos	rápidos
rapiñabamos	rapiñábamos
rapiñais	rapiñáis
rapiñandose	rapiñándose
rapiñaramos	rapiñáramos
rapiñaria	rapiñaría
rapiñariais	rapiñaríais
rapiñariamos	rapiñaríamos
rapiñarian	rapiñarían
rapiñarias	rapiñarías
rapiñasemos	rapiñásemos
rapiñeis	rapiñéis
raponchigo	rapónchigo
raponchigos	rapónchigos
raposeabamos	raposeábamos
raposeais	raposeáis
raposeandose	raposeándose
raposearamos	raposeáramos
raposearia	raposearía
raposeariais	raposearíais
raposeariamos	raposearíamos
raposearian	raposearían
raposearias	raposearías
raposeasemos	raposeásemos
raposeeis	raposeéis
raptabamos	raptábamos
raptais	raptáis
raptame	ráptame
raptandose	raptándose
raptanos	ráptanos
raptaramos	raptáramos
raptaria	raptaría
raptariais	raptaríais
raptariamos	raptaríamos
raptarian	raptarían
raptarias	raptarías
raptasemos	raptásemos
rapteis	raptéis
rapuceis	rapucéis
rapuzabamos	rapuzábamos
rapuzais	rapuzáis
rapuzandose	rapuzándose
rapuzaramos	rapuzáramos
rapuzaria	rapuzaría
rapuzariais	rapuzaríais
rapuzariamos	rapuzaríamos
rapuzarian	rapuzarían
rapuzarias	rapuzarías
rapuzasemos	rapuzásemos
raqueabamos	raqueábamos
raqueais	raqueáis
raqueandose	raqueándose
raquearamos	raqueáramos
raquearia	raquearía
raqueariais	raquearíais
raqueariamos	raquearíamos
raquearian	raquearían
raquearias	raquearías
raqueasemos	raqueásemos
raqueeis	raqueéis
raquidea	raquídea
raquideas	raquídeas
raquideo	raquídeo
raquideos	raquídeos
raquitica	raquítica
raquiticas	raquíticas
raquitico	raquítico
raquiticos	raquíticos
rareabamos	rareábamos
rareais	rareáis
rareandose	rareándose
rarearamos	rareáramos
rarearia	rarearía
rareariais	rarearíais
rareariamos	rarearíamos
rarearian	rarearían
rarearias	rarearías
rareasemos	rareásemos
rareeis	rareéis
rarefaccion	rarefacción
rarificabamos	rarificábamos
rarificais	rarificáis
rarificandose	rarificándose
rarificaramos	rarificáramos
rarificaria	rarificaría
rarificariais	rarificaríais
rarificariamos	rarificaríamos
rarificarian	rarificarían
rarificarias	rarificarías
rarificasemos	rarificásemos
rarifiqueis	rarifiquéis
rasabamos	rasábamos
rasais	rasáis
rasandose	rasándose
rasaramos	rasáramos
rasaria	rasaría
rasariais	rasaríais
rasariamos	rasaríamos
rasarian	rasarían
rasarias	rasarías
rasasemos	rasásemos
rascabamos	rascábamos
rascais	rascáis
rascandome	rascándome
rascandonos	rascándonos
rascandoos	rascándoos
rascandose	rascándose
rascandote	rascándote
rascaramos	rascáramos
rascaria	rascaría
rascariais	rascaríais
rascariamos	rascaríamos
rascarian	rascarían
rascarias	rascarías
rascasemos	rascásemos
rascon	rascón
rascuñabamos	rascuñábamos
rascuñais	rascuñáis
rascuñandose	rascuñándose
rascuñaramos	rascuñáramos
rascuñaria	rascuñaría
rascuñariais	rascuñaríais
rascuñariamos	rascuñaríamos
rascuñarian	rascuñarían
rascuñarias	rascuñarías
rascuñasemos	rascuñásemos
rascuñeis	rascuñéis
raseis	raséis
rasgabamos	rasgábamos
rasgais	rasgáis
rasgandola	rasgándola
rasgandolas	rasgándolas
rasgandole	rasgándole
rasgandoles	rasgándoles
rasgandolo	rasgándolo
rasgandolos	rasgándolos
rasgandomela	rasgándomela
rasgandomelas	rasgándomelas
rasgandomelo	rasgándomelo
rasgandomelos	rasgándomelos
rasgandonosla	rasgándonosla
rasgandonoslas	rasgándonoslas
rasgandonoslo	rasgándonoslo
rasgandonoslos	rasgándonoslos
rasgandoosla	rasgándoosla
rasgandooslas	rasgándooslas
rasgandooslo	rasgándooslo
rasgandooslos	rasgándooslos
rasgandose	rasgándose
rasgandosela	rasgándosela
rasgandoselas	rasgándoselas
rasgandoselo	rasgándoselo
rasgandoselos	rasgándoselos
rasgandotela	rasgándotela
rasgandotelas	rasgándotelas
rasgandotelo	rasgándotelo
rasgandotelos	rasgándotelos
rasgaramos	rasgáramos
rasgaria	rasgaría
rasgariais	rasgaríais
rasgariamos	rasgaríamos
rasgarian	rasgarían
rasgarias	rasgarías
rasgasemos	rasgásemos
rasgon	rasgón
rasgueabamos	rasgueábamos
rasgueais	rasgueáis
rasgueandose	rasgueándose
rasguearamos	rasgueáramos
rasguearia	rasguearía
rasgueariais	rasguearíais
rasgueariamos	rasguearíamos
rasguearian	rasguearían
rasguearias	rasguearías
rasgueasemos	rasgueásemos
rasgueeis	rasgueéis
rasgueis	rasguéis
rasguemonos	rasguémonos
rasguense	rásguense
rasguese	rásguese
rasguñabamos	rasguñábamos
rasguñais	rasguñáis
rasguñandose	rasguñándose
rasguñaramos	rasguñáramos
rasguñaria	rasguñaría
rasguñariais	rasguñaríais
rasguñariamos	rasguñaríamos
rasguñarian	rasguñarían
rasguñarias	rasguñarías
rasguñasemos	rasguñásemos
rasguñeis	rasguñéis
raspabamos	raspábamos
raspais	raspáis
raspandole	raspándole
raspandoles	raspándoles
raspandose	raspándose
rasparamos	raspáramos
rasparia	rasparía
raspariais	rasparíais
raspariamos	rasparíamos
rasparian	rasparían
rasparias	rasparías
raspasemos	raspásemos
raspeabamos	raspeábamos
raspeais	raspeáis
raspeandose	raspeándose
raspearamos	raspeáramos
raspearia	raspearía
raspeariais	raspearíais
raspeariamos	raspearíamos
raspearian	raspearían
raspearias	raspearías
raspeasemos	raspeásemos
raspeeis	raspeéis
raspeis	raspéis
raspon	raspón
rasqueis	rasquéis
rasquemonos	rasquémonos
rasquense	rásquense
rasquese	rásquese
rastillabamos	rastillábamos
rastillais	rastilláis
rastillandose	rastillándose
rastillaramos	rastilláramos
rastillaria	rastillaría
rastillariais	rastillaríais
rastillariamos	rastillaríamos
rastillarian	rastillarían
rastillarias	rastillarías
rastillasemos	rastillásemos
rastilleis	rastilléis
rastrabamos	rastrábamos
rastrais	rastráis
rastrallabamos	rastrallábamos
rastrallais	rastralláis
rastrallandose	rastrallándose
rastrallaramos	rastralláramos
rastrallaria	rastrallaría
rastrallariais	rastrallaríais
rastrallariamos	rastrallaríamos
rastrallarian	rastrallarían
rastrallarias	rastrallarías
rastrallasemos	rastrallásemos
rastralleis	rastralléis
rastrandose	rastrándose
rastraramos	rastráramos
rastraria	rastraría
rastrariais	rastraríais
rastrariamos	rastraríamos
rastrarian	rastrarían
rastrarias	rastrarías
rastrasemos	rastrásemos
rastreabamos	rastreábamos
rastreais	rastreáis
rastreandose	rastreándose
rastrearamos	rastreáramos
rastrearia	rastrearía
rastreariais	rastrearíais
rastreariamos	rastrearíamos
rastrearian	rastrearían
rastrearias	rastrearías
rastreasemos	rastreásemos
rastreeis	rastreéis
rastreis	rastréis
rastrillabamos	rastrillábamos
rastrillais	rastrilláis
rastrillandose	rastrillándose
rastrillaramos	rastrilláramos
rastrillaria	rastrillaría
rastrillariais	rastrillaríais
rastrillariamos	rastrillaríamos
rastrillarian	rastrillarían
rastrillarias	rastrillarías
rastrillasemos	rastrillásemos
rastrilleis	rastrilléis
rastrojabamos	rastrojábamos
rastrojais	rastrojáis
rastrojandose	rastrojándose
rastrojaramos	rastrojáramos
rastrojaria	rastrojaría
rastrojariais	rastrojaríais
rastrojariamos	rastrojaríamos
rastrojarian	rastrojarían
rastrojarias	rastrojarías
rastrojasemos	rastrojásemos
rastrojeabamos	rastrojeábamos
rastrojeais	rastrojeáis
rastrojeandose	rastrojeándose
rastrojearamos	rastrojeáramos
rastrojearia	rastrojearía
rastrojeariais	rastrojearíais
rastrojeariamos	rastrojearíamos
rastrojearian	rastrojearían
rastrojearias	rastrojearías
rastrojeasemos	rastrojeásemos
rastrojeeis	rastrojeéis
rastrojeis	rastrojéis
rasurabamos	rasurábamos
rasurais	rasuráis
rasurandose	rasurándose
rasuraramos	rasuráramos
rasuraria	rasuraría
rasurariais	rasuraríais
rasurariamos	rasuraríamos
rasurarian	rasurarían
rasurarias	rasurarías
rasurasemos	rasurásemos
rasureis	rasuréis
rateabamos	rateábamos
rateais	rateáis
rateandose	rateándose
ratearamos	rateáramos
ratearia	ratearía
rateariais	ratearíais
rateariamos	ratearíamos
ratearian	ratearían
ratearias	ratearías
rateasemos	rateásemos
rateeis	rateéis
rateria	ratería
raterias	raterías
ratificabamos	ratificábamos
ratificacion	ratificación
ratificais	ratificáis
ratificandole	ratificándole
ratificandoles	ratificándoles
ratificandose	ratificándose
ratificaramos	ratificáramos
ratificaria	ratificaría
ratificariais	ratificaríais
ratificariamos	ratificaríamos
ratificarian	ratificarían
ratificarias	ratificarías
ratificasemos	ratificásemos
ratifiqueis	ratifiquéis
ratigabamos	ratigábamos
ratigais	ratigáis
ratigandose	ratigándose
ratigaramos	ratigáramos
ratigaria	ratigaría
ratigariais	ratigaríais
ratigariamos	ratigaríamos
ratigarian	ratigarían
ratigarias	ratigarías
ratigasemos	ratigásemos
ratigueis	ratiguéis
ratinabamos	ratinábamos
ratinais	ratináis
ratinandose	ratinándose
ratinaramos	ratináramos
ratinaria	ratinaría
ratinariais	ratinaríais
ratinariamos	ratinaríamos
ratinarian	ratinarían
ratinarias	ratinarías
ratinasemos	ratinásemos
ratineis	ratinéis
raton	ratón
ratonabamos	ratonábamos
ratonais	ratonáis
ratonandose	ratonándose
ratonaramos	ratonáramos
ratonaria	ratonaría
ratonariais	ratonaríais
ratonariamos	ratonaríamos
ratonarian	ratonarían
ratonarias	ratonarías
ratonasemos	ratonásemos
ratoneis	ratonéis
raul	raúl
rayabamos	rayábamos
rayais	rayáis
rayandose	rayándose
rayaramos	rayáramos
rayaria	rayaría
rayariais	rayaríais
rayariamos	rayaríamos
rayarian	rayarían
rayarias	rayarías
rayasemos	rayásemos
rayeis	rayéis
rayendose	rayéndose
rayeramos	rayéramos
rayeremos	rayéremos
rayesemos	rayésemos
rayon	rayón
razon	razón
razonabamos	razonábamos
razonais	razonáis
razonandose	razonándose
razonaramos	razonáramos
razonaria	razonaría
razonariais	razonaríais
razonariamos	razonaríamos
razonarian	razonarían
razonarias	razonarías
razonasemos	razonásemos
razoneis	razonéis
reabasteceis	reabastecéis
reabastecera	reabastecerá
reabasteceran	reabastecerán
reabasteceras	reabastecerás
reabastecere	reabasteceré
reabastecereis	reabasteceréis
reabasteceria	reabastecería
reabasteceriais	reabasteceríais
reabasteceriamos	reabasteceríamos
reabastecerian	reabastecerían
reabastecerias	reabastecerías
reabasteci	reabastecí
reabastecia	reabastecía
reabasteciais	reabastecíais
reabasteciamos	reabastecíamos
reabastecian	reabastecían
reabastecias	reabastecías
reabasteciendose	reabasteciéndose
reabastecieramos	reabasteciéramos
reabastecieremos	reabasteciéremos
reabasteciesemos	reabasteciésemos
reabastecio	reabasteció
reabastezcais	reabastezcáis
reabrais	reabráis
reabri	reabrí
reabria	reabría
reabriais	reabríais
reabriamos	reabríamos
reabrian	reabrían
reabrias	reabrías
reabriendose	reabriéndose
reabrieramos	reabriéramos
reabrieremos	reabriéremos
reabriesemos	reabriésemos
reabrio	reabrió
reabrira	reabrirá
reabriran	reabrirán
reabriras	reabrirás
reabrire	reabriré
reabrireis	reabriréis
reabriria	reabriría
reabririais	reabriríais
reabririamos	reabriríamos
reabririan	reabrirían
reabririas	reabrirías
reabris	reabrís
reabsorbais	reabsorbáis
reabsorbeis	reabsorbéis
reabsorbera	reabsorberá
reabsorberan	reabsorberán
reabsorberas	reabsorberás
reabsorbere	reabsorberé
reabsorbereis	reabsorberéis
reabsorberia	reabsorbería
reabsorberiais	reabsorberíais
reabsorberiamos	reabsorberíamos
reabsorberian	reabsorberían
reabsorberias	reabsorberías
reabsorbi	reabsorbí
reabsorbia	reabsorbía
reabsorbiais	reabsorbíais
reabsorbiamos	reabsorbíamos
reabsorbian	reabsorbían
reabsorbias	reabsorbías
reabsorbiendose	reabsorbiéndose
reabsorbieramos	reabsorbiéramos
reabsorbieremos	reabsorbiéremos
reabsorbiesemos	reabsorbiésemos
reabsorbio	reabsorbió
reabsorcion	reabsorción
reaccion	reacción
reaccionabamos	reaccionábamos
reaccionais	reaccionáis
reaccionandose	reaccionándose
reaccionaramos	reaccionáramos
reaccionariais	reaccionaríais
reaccionariamos	reaccionaríamos
reaccionarian	reaccionarían
reaccionasemos	reaccionásemos
reaccioneis	reaccionéis
reactivabamos	reactivábamos
reactivacion	reactivación
reactivais	reactiváis
reactivandose	reactivándose
reactivaramos	reactiváramos
reactivaria	reactivaría
reactivariais	reactivaríais
reactivariamos	reactivaríamos
reactivarian	reactivarían
reactivarias	reactivarías
reactivasemos	reactivásemos
reactiveis	reactivéis
reacuñabamos	reacuñábamos
reacuñais	reacuñáis
reacuñandose	reacuñándose
reacuñaramos	reacuñáramos
reacuñaria	reacuñaría
reacuñariais	reacuñaríais
reacuñariamos	reacuñaríamos
reacuñarian	reacuñarían
reacuñarias	reacuñarías
reacuñasemos	reacuñásemos
reacuñeis	reacuñéis
readmitais	readmitáis
readmiti	readmití
readmitia	readmitía
readmitiais	readmitíais
readmitiamos	readmitíamos
readmitian	readmitían
readmitias	readmitías
readmitiendose	readmitiéndose
readmitieramos	readmitiéramos
readmitieremos	readmitiéremos
readmitiesemos	readmitiésemos
readmitio	readmitió
readmitira	readmitirá
readmitiran	readmitirán
readmitiras	readmitirás
readmitire	readmitiré
readmitireis	readmitiréis
readmitiria	readmitiría
readmitiriais	readmitiríais
readmitiriamos	readmitiríamos
readmitirian	readmitirían
readmitirias	readmitirías
readmitis	readmitís
reafirmabamos	reafirmábamos
reafirmais	reafirmáis
reafirmandose	reafirmándose
reafirmaramos	reafirmáramos
reafirmaria	reafirmaría
reafirmariais	reafirmaríais
reafirmariamos	reafirmaríamos
reafirmarian	reafirmarían
reafirmarias	reafirmarías
reafirmasemos	reafirmásemos
reafirmeis	reafirméis
reagravabamos	reagravábamos
reagravais	reagraváis
reagravandose	reagravándose
reagravaramos	reagraváramos
reagravaria	reagravaría
reagravariais	reagravaríais
reagravariamos	reagravaríamos
reagravarian	reagravarían
reagravarias	reagravarías
reagravasemos	reagravásemos
reagraveis	reagravéis
reagrupabamos	reagrupábamos
reagrupais	reagrupáis
reagrupandola	reagrupándola
reagrupandolas	reagrupándolas
reagrupandolo	reagrupándolo
reagrupandolos	reagrupándolos
reagrupandose	reagrupándose
reagruparamos	reagrupáramos
reagruparia	reagruparía
reagrupariais	reagruparíais
reagrupariamos	reagruparíamos
reagruparian	reagruparían
reagruparias	reagruparías
reagrupasemos	reagrupásemos
reagrupeis	reagrupéis
reajustabamos	reajustábamos
reajustais	reajustáis
reajustandose	reajustándose
reajustaramos	reajustáramos
reajustaria	reajustaría
reajustariais	reajustaríais
reajustariamos	reajustaríamos
reajustarian	reajustarían
reajustarias	reajustarías
reajustasemos	reajustásemos
reajusteis	reajustéis
realceis	realcéis
realegrabamos	realegrábamos
realegrais	realegráis
realegrandose	realegrándose
realegraramos	realegráramos
realegraria	realegraría
realegrariais	realegraríais
realegrariamos	realegraríamos
realegrarian	realegrarían
realegrarias	realegrarías
realegrasemos	realegrásemos
realegreis	realegréis
realiceis	realicéis
realimentabamos	realimentábamos
realimentacion	realimentación
realimentais	realimentáis
realimentandose	realimentándose
realimentaramos	realimentáramos
realimentaria	realimentaría
realimentariais	realimentaríais
realimentariamos	realimentaríamos
realimentarian	realimentarían
realimentarias	realimentarías
realimentasemos	realimentásemos
realimenteis	realimentéis
realizabamos	realizábamos
realizacion	realización
realizais	realizáis
realizandola	realizándola
realizandolas	realizándolas
realizandolo	realizándolo
realizandolos	realizándolos
realizandose	realizándose
realizaramos	realizáramos
realizaria	realizaría
realizariais	realizaríais
realizariamos	realizaríamos
realizarian	realizarían
realizarias	realizarías
realizasemos	realizásemos
realquilabamos	realquilábamos
realquilais	realquiláis
realquilandose	realquilándose
realquilaramos	realquiláramos
realquilaria	realquilaría
realquilariais	realquilaríais
realquilariamos	realquilaríamos
realquilarian	realquilarían
realquilarias	realquilarías
realquilasemos	realquilásemos
